Designator,Mid X,Mid Y,Rotation,Layer
C1,11.68238,-23.5,180.0,top
C2,7.18238,-17.0,180.0,top
C3,10.5,-21.0,180.0,top
C4,6.0,-14.5,180.0,top
CN1,17.25,-3.5,180.0,bottom
CN2,5.5,-3.25,180.0,top
CN3,17.25,-16.675,180.0,bottom
J1,2.475,-7.75,90.0,top
J2,2.475,-11.43,90.0,top
R1,11.0,-13.5,180.0,top
R2,10.825,-6.0,180.0,top
R3,14.19,-22.0,0.0,top
R4,14.19,-24.5,0.0,top
